location_id,timestamp,precipitation_rate_mm_hr,pore_pressure_kpa,subsurface_displacement_mm,ground_acceleration_g,realtime_water_table_m,cumulative_precip_72hr,cumulative_precip_168hr,ucs_mpa,seismic_zone,pga_g,initial_water_table_m,rockfall_event,3d_surface_coord_x,3d_surface_coord_y,3d_surface_coord_z
Zone_B,2025-04-20 12:37:12.259652,0.0,369.5909,11.2029,0.0007,37.6749,108.0055,223.1348,97.1,IV,0.48,21.4,0,13.4435,12.8834,14.5638
Zone_A,2025-09-05 15:37:12.259652,0.0,2462.8562,714.7967,0.0002,251.0557,601.6959,1394.5477,90.4,IV,0.49,25.0,0,857.7561,822.0162,929.2357
Zone_A,2025-07-08 13:37:12.259652,3.6917,2404.9236,284.0643,0.0194,245.1502,565.7894,1408.1543,90.4,IV,0.49,25.0,0,340.8771,326.6739,369.2835
Zone_B,2025-07-17 11:37:12.259652,17.2259,2450.6957,359.6575,0.0009,249.8161,580.9475,1393.8576,97.1,IV,0.48,21.4,0,431.589,413.6061,467.5548
Zone_B,2025-05-29 01:37:12.259652,1.6391,432.9548,59.5057,0.0,44.134,107.8868,255.2162,97.1,IV,0.48,21.4,0,71.4068,68.4315,77.3574
Zone_B,2025-10-03 02:37:12.259652,1.7288,1931.2069,935.4739,0.0007,196.861,203.132,978.6872,97.1,IV,0.48,21.4,0,1122.5687,1075.795,1216.1161
Zone_A,2025-04-17 22:37:12.259652,3.3221,367.6368,8.8023,0.0,37.4757,110.2404,250.1577,90.4,IV,0.49,25.0,0,10.5628,10.1226,11.443
Zone_B,2025-06-06 11:37:12.259652,11.9862,1452.6535,79.0474,0.0,148.0788,652.592,1151.6354,97.1,IV,0.48,21.4,0,94.8569,90.9046,102.7617
Zone_C,2025-09-20 18:37:12.259652,11.3189,2372.4625,832.0499,0.0003,241.8412,552.6339,1302.6918,123.0,II,0.19,15.8,0,998.4598,956.8574,1081.6648
Zone_A,2025-05-30 23:37:12.259652,0.0,392.3324,60.7384,0.0002,39.9931,89.6526,208.1766,90.4,IV,0.49,25.0,0,72.8861,69.8492,78.96
Zone_D,2025-05-18 09:37:12.259652,0.3135,423.0041,46.134,0.0145,43.1197,114.356,237.5485,158.4,II,0.22,18.0,0,55.3609,53.0542,59.9743
Zone_C,2025-09-26 07:37:12.259652,4.2559,2431.4211,872.5512,0.0009,247.8513,565.593,1381.9149,123.0,II,0.19,15.8,0,1047.0615,1003.4339,1134.3166
Zone_C,2025-09-28 12:37:12.259652,3.8645,2416.2611,888.7604,0.0241,246.3059,586.5526,1373.403,123.0,II,0.19,15.8,0,1066.5125,1022.0744,1155.3885
Zone_A,2025-09-26 15:37:12.259652,1.1136,2466.5714,870.7201,0.0029,251.4344,571.2416,1374.7484,90.4,IV,0.49,25.0,0,1044.8641,1001.3281,1131.9361
Zone_D,2025-08-16 01:37:12.259652,8.7048,2449.8427,576.3546,0.002,249.7291,565.699,1376.8716,158.4,II,0.22,18.0,0,691.6255,662.8078,749.2609
Zone_C,2025-09-06 17:37:12.259652,15.3414,2467.3687,729.7698,0.0,251.5157,604.6932,1336.5302,123.0,II,0.19,15.8,0,875.7238,839.2353,948.7008
Zone_B,2025-08-09 06:37:12.259652,4.1734,2456.5825,526.0299,0.0004,250.4162,589.1064,1400.2545,97.1,IV,0.48,21.4,0,631.2359,604.9344,683.8389
Zone_C,2025-06-21 00:37:12.259652,3.0691,2263.1949,163.7894,0.0,230.7028,521.7405,1359.7667,123.0,II,0.19,15.8,0,196.5473,188.3578,212.9262
Zone_C,2025-09-01 03:37:12.259652,5.0048,2490.1272,688.7871,0.0007,253.8356,605.249,1420.9167,123.0,II,0.19,15.8,0,826.5445,792.1052,895.4232
Zone_A,2025-06-24 05:37:12.259652,16.2025,2183.8419,184.2253,0.0007,222.6139,485.0458,1267.4006,90.4,IV,0.49,25.0,0,221.0703,211.8591,239.4929
Zone_B,2025-06-11 15:37:12.259652,8.1991,1973.2914,106.0894,0.01,201.151,641.0911,1476.8517,97.1,IV,0.48,21.4,0,127.3073,122.0028,137.9162
Zone_C,2025-08-23 00:37:12.259652,6.0235,2561.0609,620.5715,0.0001,261.0663,611.7301,1469.8707,123.0,II,0.19,15.8,0,744.6858,713.6572,806.7429
Zone_D,2025-08-26 06:37:12.259652,8.0748,2425.644,651.3219,0.0018,247.2624,564.5052,1339.4239,158.4,II,0.22,18.0,0,781.5862,749.0201,846.7184
Zone_C,2025-09-20 23:37:12.259652,9.1873,2378.4322,833.5364,0.0153,242.4498,560.4814,1322.78,123.0,II,0.19,15.8,0,1000.2437,958.5669,1083.5973
Zone_B,2025-09-23 16:37:12.259652,6.7044,2536.2374,867.7493,0.0036,258.5359,563.75,1517.2785,97.1,IV,0.48,21.4,0,1041.2992,997.9117,1128.0741
Zone_A,2025-04-12 05:37:12.259652,0.0,285.1582,2.9896,0.0013,29.0681,85.8269,99.9792,90.4,IV,0.49,25.0,0,3.5875,3.438,3.8865
Zone_C,2025-10-01 08:37:12.259652,1.2132,2340.7503,909.2343,0.0101,238.6086,514.9292,1295.6567,123.0,II,0.19,15.8,0,1091.0811,1045.6194,1182.0046
Zone_B,2025-07-31 06:37:12.259652,16.187,2376.6282,460.4797,0.0,242.2659,532.356,1344.7811,97.1,IV,0.48,21.4,0,552.5757,529.5517,598.6236
Zone_A,2025-09-22 15:37:12.259652,13.4062,2547.7589,840.8227,0.0372,259.7104,633.3062,1473.6552,90.4,IV,0.49,25.0,0,1008.9873,966.9461,1093.0696
Zone_A,2025-08-06 07:37:12.259652,5.3996,2406.3917,496.3503,0.0076,245.2999,590.925,1331.9781,90.4,IV,0.49,25.0,0,595.6203,570.8028,645.2554
Zone_A,2025-06-16 12:37:12.259652,5.8039,2116.658,132.8645,0.0031,215.7653,562.8417,1370.1763,90.4,IV,0.49,25.0,0,159.4374,152.7942,172.7238
Zone_D,2025-09-24 13:37:12.259652,4.443,2312.2358,855.4677,0.0027,235.7019,532.811,1309.1151,158.4,II,0.22,18.0,0,1026.5612,983.7878,1112.1079
Zone_D,2025-07-07 23:37:12.259652,6.4213,2423.7348,287.3962,0.008,247.0678,587.5376,1349.2034,158.4,II,0.22,18.0,0,344.8755,330.5057,373.6151
Zone_A,2025-06-11 04:37:12.259652,3.7742,1807.0317,100.6819,0.0009,184.203,577.0784,1345.3729,90.4,IV,0.49,25.0,0,120.8182,115.7841,130.8864
Zone_C,2025-09-13 06:37:12.259652,3.9969,2454.9416,777.8899,0.0009,250.2489,593.0753,1393.49,123.0,II,0.19,15.8,0,933.4679,894.5734,1011.2569
Zone_D,2025-05-17 13:37:12.259652,0.0,421.1102,45.0719,0.0007,42.9266,105.2131,234.5539,158.4,II,0.22,18.0,0,54.0863,51.8327,58.5935
Zone_C,2025-06-13 19:37:12.259652,2.067,2060.4386,116.2964,0.0,210.0345,570.2541,1374.9943,123.0,II,0.19,15.8,0,139.5557,133.7409,151.1854
Zone_D,2025-08-14 02:37:12.259652,8.5949,2509.3211,561.7683,0.0006,255.7922,631.6463,1417.6765,158.4,II,0.22,18.0,0,674.122,646.0336,730.2988
Zone_C,2025-05-14 18:37:12.259652,0.0,393.6761,37.573,0.0051,40.1301,105.6965,240.6859,123.0,II,0.19,15.8,0,45.0876,43.2089,48.8449
Zone_B,2025-05-08 04:37:12.259652,0.291,398.8059,32.7515,0.0185,40.653,96.2506,229.0407,97.1,IV,0.48,21.4,0,39.3017,37.6642,42.5769
Zone_A,2025-09-20 13:37:12.259652,10.995,2515.8801,824.8522,0.0037,256.4608,638.5884,1397.5158,90.4,IV,0.49,25.0,0,989.8227,948.5801,1072.3079
Zone_A,2025-07-02 17:37:12.259652,7.6611,2280.1015,242.2192,0.0004,232.4263,540.9676,1304.9286,90.4,IV,0.49,25.0,0,290.6631,278.5521,314.885
Zone_A,2025-05-19 01:37:12.259652,0.0,426.1622,45.8308,0.0001,43.4416,106.8983,261.0864,90.4,IV,0.49,25.0,0,54.997,52.7055,59.5801
Zone_D,2025-07-19 04:37:12.259652,0.0,2411.4971,369.2031,0.0009,245.8203,576.3363,1341.2005,158.4,II,0.22,18.0,0,443.0438,424.5836,479.9641
Zone_D,2025-04-20 09:37:12.259652,0.0305,350.5191,10.8793,0.0067,35.7308,86.8734,232.8515,158.4,II,0.22,18.0,0,13.0551,12.5112,14.143
Zone_A,2025-05-07 20:37:12.259652,1.2901,394.4766,32.1806,0.0134,40.2117,77.4114,232.0785,90.4,IV,0.49,25.0,0,38.6167,37.0076,41.8347
Zone_A,2025-05-07 08:37:12.259652,0.0,409.0483,31.5703,0.0009,41.6971,88.2689,243.7536,90.4,IV,0.49,25.0,0,37.8844,36.3059,41.0414
Zone_A,2025-05-20 12:37:12.259652,2.0544,417.9945,47.7017,0.0003,42.609,100.923,242.2968,90.4,IV,0.49,25.0,0,57.242,54.8569,62.0122
Zone_C,2025-09-30 09:37:12.259652,6.628,2408.7587,902.2901,0.0,245.5412,566.1118,1335.6918,123.0,II,0.19,15.8,0,1082.7482,1037.6336,1172.9772
Zone_C,2025-08-29 15:37:12.259652,4.483,2476.948,669.9485,0.0032,252.4922,572.9708,1322.5674,123.0,II,0.19,15.8,0,803.9382,770.4408,870.9331
Zone_C,2025-08-22 21:37:12.259652,5.8356,2562.0934,619.6082,0.0149,261.1716,610.2883,1473.7579,123.0,II,0.19,15.8,0,743.5299,712.5495,805.4907
Zone_A,2025-05-12 03:37:12.259652,3.2136,382.5239,37.1854,0.0135,38.9933,83.4035,187.9169,90.4,IV,0.49,25.0,0,44.6225,42.7633,48.3411
Zone_B,2025-07-09 07:37:12.259652,6.8285,2423.092,299.7452,0.0,247.0022,543.5834,1367.0453,97.1,IV,0.48,21.4,0,359.6943,344.707,389.6688
Zone_A,2025-08-12 18:37:12.259652,5.4989,2302.9587,542.0923,0.0,234.7562,539.1765,1257.8231,90.4,IV,0.49,25.0,0,650.5108,623.4061,704.72
Zone_C,2025-05-01 20:37:12.259652,0.0,367.0408,22.77,0.0025,37.415,78.7181,218.8928,123.0,II,0.19,15.8,0,27.324,26.1855,29.601
Zone_D,2025-07-12 04:37:12.259652,11.2551,2437.1017,318.1445,0.0007,248.4304,588.164,1380.8158,158.4,II,0.22,18.0,0,381.7734,365.8662,413.5879
Zone_D,2025-05-17 02:37:12.259652,4.108,415.6352,44.4893,0.0024,42.3685,105.8554,232.9285,158.4,II,0.22,18.0,0,53.3872,51.1627,57.8361
Zone_D,2025-07-04 21:37:12.259652,2.8664,2432.8549,264.8752,0.0107,247.9974,604.5445,1419.1908,158.4,II,0.22,18.0,0,317.8502,304.6065,344.3378
Zone_C,2025-06-26 23:37:12.259652,11.3439,2331.37,204.2508,0.0,237.6524,607.3529,1328.1055,123.0,II,0.19,15.8,0,245.101,234.8884,265.5261
Zone_D,2025-05-19 22:37:12.259652,2.2665,434.4502,48.1482,0.0015,44.2865,123.3315,249.0283,158.4,II,0.22,18.0,0,57.7779,55.3705,62.5927
Zone_A,2025-09-17 16:37:12.259652,8.9271,2477.1274,803.2694,0.0005,252.5104,603.4717,1396.9053,90.4,IV,0.49,25.0,0,963.9233,923.7598,1044.2502
Zone_B,2025-07-26 19:37:12.259652,11.999,2395.0294,428.1675,0.0215,244.1416,582.6958,1293.4283,97.1,IV,0.48,21.4,0,513.801,492.3926,556.6177
Zone_C,2025-06-14 08:37:12.259652,18.3709,2118.0343,119.6947,0.0003,215.9056,578.3061,1396.8366,123.0,II,0.19,15.8,0,143.6337,137.6489,155.6032
Zone_B,2025-05-08 03:37:12.259652,1.4369,400.3712,32.7002,0.0017,40.8126,97.2999,228.8022,97.1,IV,0.48,21.4,0,39.2402,37.6052,42.5102
Zone_B,2025-08-02 00:37:12.259652,0.8635,2400.5299,472.993,0.0042,244.7023,568.5748,1347.3047,97.1,IV,0.48,21.4,0,567.5916,543.9419,614.8908
Zone_D,2025-06-12 08:37:12.259652,0.0,1861.8847,109.5816,0.0014,189.7946,514.5492,1319.7034,158.4,II,0.22,18.0,0,131.498,126.0189,142.4561
Zone_D,2025-07-17 01:37:12.259652,12.7158,2452.7303,353.6859,0.0188,250.0235,596.8596,1365.4323,158.4,II,0.22,18.0,0,424.4231,406.7388,459.7917
Zone_D,2025-06-01 09:37:12.259652,10.2599,536.3149,64.0998,0.0102,54.6702,178.0599,312.1471,158.4,II,0.22,18.0,0,76.9198,73.7148,83.3298
Zone_C,2025-07-26 23:37:12.259652,5.9167,2389.6375,420.9346,0.0045,243.592,585.1997,1342.6803,123.0,II,0.19,15.8,0,505.1215,484.0747,547.2149
Zone_C,2025-05-06 08:37:12.259652,0.1106,366.9478,27.9172,0.0008,37.4055,77.6561,192.3717,123.0,II,0.19,15.8,0,33.5007,32.1048,36.2924
Zone_A,2025-04-24 00:37:12.259652,0.0,347.5627,15.5272,0.0012,35.4294,67.9907,196.8752,90.4,IV,0.49,25.0,0,18.6327,17.8563,20.1854
Zone_C,2025-04-09 01:37:12.259652,0.2949,163.017,0.2944,0.0005,16.6174,12.8967,12.8967,123.0,II,0.19,15.8,0,0.3533,0.3385,0.3827
Zone_D,2025-08-21 04:37:12.259652,1.2524,2433.8964,614.2109,0.0011,248.1036,570.6472,1345.1204,158.4,II,0.22,18.0,0,737.0531,706.3425,798.4742
Zone_A,2025-07-02 04:37:12.259652,6.9561,2261.848,238.5168,0.0077,230.5655,522.6024,1300.956,90.4,IV,0.49,25.0,0,286.2202,274.2943,310.0718
Zone_A,2025-07-28 11:37:12.259652,9.6477,2460.57,432.3277,0.0,250.8226,589.6521,1398.3123,90.4,IV,0.49,25.0,0,518.7932,497.1768,562.026
Zone_C,2025-08-22 05:37:12.259652,14.0941,2569.5598,614.4491,0.0036,261.9327,656.4828,1465.5069,123.0,II,0.19,15.8,0,737.3389,706.6164,798.7838
Zone_B,2025-05-03 17:37:12.259652,2.0901,413.2139,27.2632,0.0033,42.1217,103.4417,234.6305,97.1,IV,0.48,21.4,0,32.7158,31.3526,35.4421
Zone_B,2025-05-05 13:37:12.259652,2.0784,400.123,29.535,0.0056,40.7873,93.1222,220.2346,97.1,IV,0.48,21.4,0,35.442,33.9652,38.3955
Zone_A,2025-05-30 11:37:12.259652,0.7832,402.4066,60.13,0.0002,41.02,91.1001,224.9772,90.4,IV,0.49,25.0,0,72.156,69.1495,78.169
Zone_C,2025-07-28 00:37:12.259652,2.6395,2443.3828,428.5437,0.0214,249.0706,615.5842,1390.6962,123.0,II,0.19,15.8,0,514.2525,492.8253,557.1068
Zone_B,2025-06-09 13:37:12.259652,5.6939,1799.2824,94.0861,0.0003,183.4131,607.9079,1437.6256,97.1,IV,0.48,21.4,0,112.9034,108.1991,122.312
Zone_A,2025-06-10 21:37:12.259652,7.4012,1810.069,99.0873,0.0027,184.5126,593.0912,1363.7128,90.4,IV,0.49,25.0,0,118.9047,113.9503,128.8134
Zone_C,2025-07-04 02:37:12.259652,0.0,2431.8332,256.1182,0.0017,247.8933,600.9711,1414.5245,123.0,II,0.19,15.8,0,307.3418,294.5359,332.9536
Zone_A,2025-08-05 09:37:12.259652,14.3016,2367.0004,489.7394,0.0008,241.2844,559.0131,1294.0015,90.4,IV,0.49,25.0,0,587.6872,563.2003,636.6612
Zone_B,2025-05-01 05:37:12.259652,5.711,401.8338,24.1764,0.005,40.9617,97.7864,239.209,97.1,IV,0.48,21.4,0,29.0117,27.8029,31.4294
Zone_B,2025-07-24 07:37:12.259652,6.8765,2376.1468,410.1843,0.0008,242.2168,508.7322,1334.5052,97.1,IV,0.48,21.4,0,492.2212,471.7119,533.2396
Zone_B,2025-06-05 07:37:12.259652,13.4002,1228.7007,74.41,0.0097,125.2498,568.0193,916.1714,97.1,IV,0.48,21.4,0,89.2921,85.5715,96.7331
Zone_D,2025-04-23 06:37:12.259652,1.5699,360.7317,13.9582,0.0116,36.7718,89.1079,208.9556,158.4,II,0.22,18.0,0,16.7498,16.0519,18.1456
Zone_D,2025-06-23 09:37:12.259652,11.6881,2341.1054,181.7683,0.008,238.6448,596.096,1421.1652,158.4,II,0.22,18.0,0,218.122,209.0336,236.2988
Zone_A,2025-08-02 16:37:12.259652,9.6982,2389.9056,470.2075,0.0008,243.6193,553.8733,1300.9043,90.4,IV,0.49,25.0,0,564.2489,540.7386,611.2697
Zone_D,2025-07-09 22:37:12.259652,2.9824,2431.1348,301.7093,0.0073,247.8221,583.2654,1356.3593,158.4,II,0.22,18.0,0,362.0511,346.9657,392.2221
Zone_D,2025-08-21 11:37:12.259652,11.7994,2461.6668,616.3552,0.0007,250.9344,571.0736,1377.2286,158.4,II,0.22,18.0,0,739.6262,708.8085,801.2617
Zone_D,2025-06-29 17:37:12.259652,14.8199,2391.9286,227.051,0.0007,243.8255,576.7606,1381.7431,158.4,II,0.22,18.0,0,272.4612,261.1086,295.1663
Zone_B,2025-06-22 06:37:12.259652,4.5293,2274.408,175.3582,0.0176,231.8459,558.3117,1329.7342,97.1,IV,0.48,21.4,0,210.4299,201.662,227.9657
Zone_B,2025-10-03 17:37:12.259652,0.0,1814.5282,938.9928,0.0,184.9672,90.473,880.2996,97.1,IV,0.48,21.4,0,1126.7914,1079.8417,1220.6907
Zone_C,2025-04-14 14:37:12.259652,1.46,251.7247,4.2844,0.0044,25.66,66.4945,175.3175,123.0,II,0.19,15.8,0,5.1412,4.927,5.5697
Zone_C,2025-05-02 10:37:12.259652,2.8958,380.7891,23.4236,0.0006,38.8164,83.2264,233.1339,123.0,II,0.19,15.8,0,28.1083,26.9372,30.4507
Zone_B,2025-06-15 04:37:12.259652,13.9966,2114.9557,128.4754,0.0003,215.5918,566.1696,1450.3995,97.1,IV,0.48,21.4,0,154.1705,147.7467,167.018
Zone_C,2025-04-23 20:37:12.259652,0.0,369.0963,13.7978,0.0046,37.6245,105.5512,222.4073,123.0,II,0.19,15.8,0,16.5574,15.8675,17.9372
Zone_B,2025-10-01 09:37:12.259652,0.3968,2279.9547,924.6731,0.0271,232.4113,469.4788,1182.3701,97.1,IV,0.48,21.4,0,1109.6077,1063.374,1202.075
Zone_B,2025-08-03 04:37:12.259652,0.3713,2383.9438,481.4052,0.0016,243.0116,585.3464,1325.2974,97.1,IV,0.48,21.4,0,577.6862,553.6159,625.8267
Zone_B,2025-04-20 01:37:12.259652,1.859,361.1655,10.692,0.0106,36.8161,98.1721,222.0326,97.1,IV,0.48,21.4,0,12.8304,12.2958,13.8996
Zone_A,2025-08-12 13:37:12.259652,4.9645,2317.0328,540.6458,0.0026,236.1909,546.5623,1279.2332,90.4,IV,0.49,25.0,0,648.775,621.7427,702.8396
Zone_C,2025-05-01 21:37:12.259652,0.0,365.2056,22.8162,0.0004,37.2279,75.4586,218.8928,123.0,II,0.19,15.8,0,27.3794,26.2386,29.661
Zone_B,2025-07-03 03:37:12.259652,8.6257,2449.0785,253.6673,0.0049,249.6512,591.3215,1401.1924,97.1,IV,0.48,21.4,0,304.4008,291.7174,329.7675
Zone_C,2025-06-10 02:37:12.259652,6.7604,1851.3937,94.2569,0.0106,188.7252,583.7054,1444.1344,123.0,II,0.19,15.8,0,113.1082,108.3954,122.5339
Zone_B,2025-08-31 20:37:12.259652,7.1379,2486.4584,695.5711,0.026,253.4616,598.8853,1370.7731,97.1,IV,0.48,21.4,0,834.6853,799.9068,904.2424
Zone_A,2025-06-22 05:37:12.259652,7.1346,2221.257,170.9836,0.0007,226.4278,512.3229,1312.3093,90.4,IV,0.49,25.0,0,205.1803,196.6311,222.2787
Zone_B,2025-05-30 01:37:12.259652,2.5151,429.4556,60.8141,0.0035,43.7773,95.2949,246.7656,97.1,IV,0.48,21.4,0,72.977,69.9363,79.0584
Zone_B,2025-08-06 11:37:12.259652,10.2627,2446.8455,505.3818,0.0001,249.4236,614.0187,1383.1769,97.1,IV,0.48,21.4,0,606.4582,581.1891,656.9963
Zone_D,2025-05-13 06:37:12.259652,0.0,399.215,39.775,0.0001,40.6947,87.8327,219.7492,158.4,II,0.22,18.0,0,47.73,45.7413,51.7075
Zone_A,2025-05-02 11:37:12.259652,0.0005,414.3093,25.2888,0.0021,42.2334,117.6016,247.4368,90.4,IV,0.49,25.0,0,30.3465,29.0821,32.8754
Zone_A,2025-05-10 11:37:12.259652,0.6962,373.1729,35.3213,0.0081,38.04,73.2577,205.1237,90.4,IV,0.49,25.0,0,42.3855,40.6195,45.9177
Zone_C,2025-04-08 13:37:12.259652,0.3803,157.5067,0.0417,0.0143,16.0557,2.7149,2.7149,123.0,II,0.19,15.8,0,0.0501,0.048,0.0543
Zone_D,2025-08-03 14:37:12.259652,13.0945,2440.4588,484.1172,0.0254,248.7726,577.8709,1388.8582,158.4,II,0.22,18.0,0,580.9407,556.7348,629.3524
Zone_D,2025-08-24 11:37:12.259652,7.6386,2444.6599,638.3137,0.0039,249.2008,572.8359,1372.8197,158.4,II,0.22,18.0,0,765.9764,734.0607,829.8078
Zone_D,2025-09-03 05:37:12.259652,5.4087,2306.2855,706.8744,0.0015,235.0954,561.6283,1238.9011,158.4,II,0.22,18.0,0,848.2493,812.9056,918.9367
Zone_B,2025-07-15 08:37:12.259652,7.7407,2467.1761,344.0201,0.0129,251.496,612.2364,1348.7094,97.1,IV,0.48,21.4,0,412.8242,395.6231,447.2262
Zone_A,2025-04-23 13:37:12.259652,0.0,354.6266,15.0348,0.0002,36.1495,80.5276,199.4236,90.4,IV,0.49,25.0,0,18.0418,17.29,19.5453
Zone_B,2025-07-28 23:37:12.259652,0.0,2438.2762,443.9796,0.0275,248.5501,617.1654,1335.4217,97.1,IV,0.48,21.4,0,532.7755,510.5765,577.1735
Zone_B,2025-09-10 15:37:12.259652,8.3016,2433.5551,768.9554,0.0177,248.0688,558.4224,1330.3212,97.1,IV,0.48,21.4,0,922.7464,884.2987,999.642
Zone_B,2025-06-08 00:37:12.259652,12.3806,1600.0428,86.2018,0.001,163.1032,633.6069,1388.6908,97.1,IV,0.48,21.4,0,103.4422,99.1321,112.0624
Zone_D,2025-08-26 00:37:12.259652,11.9839,2404.5948,649.505,0.0011,245.1167,575.8017,1331.3656,158.4,II,0.22,18.0,0,779.406,746.9308,844.3565
Zone_A,2025-09-11 17:37:12.259652,8.7987,2445.0305,759.3337,0.0086,249.2386,613.1391,1345.3036,90.4,IV,0.49,25.0,0,911.2005,873.2338,987.1338
Zone_D,2025-04-29 02:37:12.259652,2.676,434.4093,21.042,0.0002,44.2823,119.2338,276.5293,158.4,II,0.22,18.0,0,25.2504,24.1983,27.3546
Zone_C,2025-05-31 12:37:12.259652,0.0,434.4903,58.4014,0.0008,44.2906,128.8957,244.3865,123.0,II,0.19,15.8,0,70.0817,67.1616,75.9218
Zone_C,2025-06-01 13:37:12.259652,13.8799,559.2982,59.8902,0.0033,57.0131,209.6032,336.5244,123.0,II,0.19,15.8,0,71.8682,68.8737,77.8572
Zone_B,2025-06-29 19:37:12.259652,0.0,2462.6734,229.1741,0.0113,251.037,646.5978,1464.7989,97.1,IV,0.48,21.4,0,275.0089,263.5502,297.9263
Zone_C,2025-07-08 09:37:12.259652,13.4282,2447.5267,287.5813,0.0014,249.493,598.658,1404.4623,123.0,II,0.19,15.8,0,345.0976,330.7185,373.8557
Zone_B,2025-08-23 02:37:12.259652,6.0672,2490.0847,629.4014,0.0046,253.8313,628.5843,1383.8655,97.1,IV,0.48,21.4,0,755.2817,723.8117,818.2219
Zone_B,2025-04-27 08:37:12.259652,0.3163,410.048,19.3592,0.008,41.799,111.4447,249.6424,97.1,IV,0.48,21.4,0,23.231,22.2631,25.1669
Zone_C,2025-08-17 00:37:12.259652,17.3402,2485.5348,575.0944,0.0026,253.3675,626.357,1389.4835,123.0,II,0.19,15.8,0,690.1133,661.3585,747.6227
Zone_A,2025-09-18 10:37:12.259652,11.917,2478.4412,808.862,0.0001,252.6444,603.7318,1393.4874,90.4,IV,0.49,25.0,0,970.6344,930.1913,1051.5206
Zone_D,2025-07-24 01:37:12.259652,4.3019,2503.5073,405.9927,0.0025,255.1995,608.1267,1425.0847,158.4,II,0.22,18.0,0,487.1913,466.8916,527.7906
Zone_D,2025-06-17 00:37:12.259652,10.8289,2158.2939,137.7289,0.0101,220.0096,627.2081,1354.6239,158.4,II,0.22,18.0,0,165.2747,158.3883,179.0476
Zone_B,2025-08-23 09:37:12.259652,7.7545,2513.9269,631.5941,0.0023,256.2617,640.1218,1398.7203,97.1,IV,0.48,21.4,0,757.9129,726.3332,821.0723
Zone_B,2025-04-16 18:37:12.259652,0.5768,332.3797,7.2635,0.0003,33.8817,89.4376,238.2418,97.1,IV,0.48,21.4,0,8.7162,8.353,9.4425
Zone_D,2025-04-24 01:37:12.259652,3.7974,373.3141,14.8332,0.0009,38.0544,97.8975,221.8321,158.4,II,0.22,18.0,0,17.7999,17.0582,19.2832
Zone_B,2025-06-02 00:37:12.259652,14.6275,680.4418,65.0317,0.0007,69.3621,280.1289,417.6293,97.1,IV,0.48,21.4,0,78.038,74.7865,84.5412
Zone_A,2025-05-17 21:37:12.259652,1.3876,408.7963,44.3472,0.0,41.6714,100.6808,256.6856,90.4,IV,0.49,25.0,0,53.2167,50.9993,57.6514
Zone_C,2025-07-23 02:37:12.259652,8.4592,2341.9224,393.1447,0.0003,238.7281,554.9627,1327.9117,123.0,II,0.19,15.8,0,471.7737,452.1165,511.0882
Zone_B,2025-08-25 19:37:12.259652,12.3304,2531.1874,649.9115,0.0006,258.0211,617.6595,1440.0584,97.1,IV,0.48,21.4,0,779.8938,747.3983,844.885
Zone_C,2025-04-11 14:37:12.259652,0.0,246.2782,1.8702,0.0,25.1048,103.4846,108.823,123.0,II,0.19,15.8,0,2.2443,2.1508,2.4313
Zone_A,2025-05-29 08:37:12.259652,3.5244,400.8678,58.7589,0.0146,40.8632,94.4182,216.7634,90.4,IV,0.49,25.0,0,70.5106,67.5727,76.3865
Zone_C,2025-07-12 16:37:12.259652,12.6764,2406.7018,319.0137,0.0044,245.3315,560.2294,1340.2341,123.0,II,0.19,15.8,0,382.8164,366.8657,414.7178
Zone_C,2025-06-19 19:37:12.259652,11.4205,2252.0596,155.6127,0.0185,229.5678,583.9071,1374.7148,123.0,II,0.19,15.8,0,186.7353,178.9546,202.2965
Zone_D,2025-07-17 06:37:12.259652,0.0,2431.0595,355.2151,0.001,247.8144,584.794,1362.3173,158.4,II,0.22,18.0,0,426.2581,408.4973,461.7796
Zone_B,2025-08-23 21:37:12.259652,4.2673,2490.455,635.3612,0.0082,253.869,628.4437,1393.0491,97.1,IV,0.48,21.4,0,762.4334,730.6653,825.9695
Zone_D,2025-05-11 20:37:12.259652,0.0,402.385,38.0038,0.0022,41.0178,82.316,211.6538,158.4,II,0.22,18.0,0,45.6046,43.7044,49.405
Zone_B,2025-05-24 18:37:12.259652,0.0,428.0334,53.8846,0.0014,43.6324,109.5949,233.1053,97.1,IV,0.48,21.4,0,64.6615,61.9673,70.05
Zone_C,2025-08-07 21:37:12.259652,9.7668,2433.5935,507.7415,0.0009,248.0727,608.6589,1369.8734,123.0,II,0.19,15.8,0,609.2898,583.9027,660.064
Zone_D,2025-08-19 02:37:12.259652,3.33,2461.0597,598.8547,0.0056,250.8726,590.6306,1369.2115,158.4,II,0.22,18.0,0,718.6257,688.6829,778.5111
Zone_C,2025-06-02 00:37:12.259652,6.7549,657.0164,60.7357,0.0043,66.9741,270.9966,406.8565,123.0,II,0.19,15.8,0,72.8828,69.846,78.9564
Zone_C,2025-06-01 21:37:12.259652,1.9257,618.8295,60.4916,0.0001,63.0815,247.9174,379.2215,123.0,II,0.19,15.8,0,72.5899,69.5653,78.639
Zone_B,2025-07-14 06:37:12.259652,10.6863,2447.0465,335.9581,0.0063,249.4441,607.7022,1343.9403,97.1,IV,0.48,21.4,0,403.1498,386.3519,436.7456
